Period,Date,Long Date,Open,High,Low,Close,Upper Trend Channel,Trend Channel Pivot,Lower Trend Channel,Up Trends,New Uptrends,Down Trends,New Downtrends,Total Component Volume,Advances,Declines,Advancing Volume,Declining Volume,New Highs,New Lows,Issues Traded,Issues Unchanged,% above 200MA,% above 30MA,% above 18MA,% above 9MA,% above 4MA,Total Stks above 200MA,Total Stks below 200MA,Total Stks equal 200MA,Total Stks above 30MA,Total Stks below 30MA,Total Stks equal 30MA,Total Stks above 18MA,Total Stks below 18ma,Total Stks equal 18MA,Total Stks above 9MA,Total Stks below 9MA,Total Stks equal 9MA,Total Stks above 4MA,Total Stks below 4MA,Total Stks equal 4MA,New Highs - Quarter,New Lows - Quarter,New 1st Day Highs,New 1st Day Lows,New 1st Day Highs - Quarter,New 1st Day Lows - Quarter,Equal Weight Open Px,Equal Weight High Px,Equal Weight Low Px,Equal Weight Close Px,ETF Trade Volume,% above 50MA,Total Stks above 50MA,Total Stks below 50MA,Total Stks equal 50MA,Total Constituent Price Gains,Total Constituent Price Losses,FV8,FV9,FV10,FV11,FV12,FV13,FV14,FV15
D,19940422,4/22/94,3662.94995,3664.13989,3640.63989,3648.67993,3665.3999625,3636.7374875,3608.0750125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940425,4/25/94,3656.40991,3706.08008,3648.67993,3705.78003,3676.4774775,3642.276245,3608.0750125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940426,4/26/94,3710.84009,3710.84009,3692.98999,3699.54004,3685.5499875,3646.8125,3608.0750125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940428,4/28/94,3707.27002,3707.27002,3657.30005,3668.31006,3688.7474975,3655.8099975,3622.8724975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940429,4/29/94,3664.13989,3689.71997,3659.37988,3681.68994,3692.10254,3661.02002,3629.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940502,5/2/94,3683.77002,3713.81006,3665.03003,3701.02002,3692.10254,3668.75375375,3645.4049675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940503,5/3/94,3709.6499,3714.40991,3683.47998,3714.40991,3695.8200075,3678.45748875,3661.09497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940504,5/4/94,3715,3715.6001,3684.95996,3697.75,3701.692505,3682.7324825,3663.77246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940505,5/5/94,3707.27002,3712.33008,3691.51001,3695.96997,3703.4774775,3685.22372375,3666.96997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940506,5/6/94,3663.84009,3695.66992,3641.54004,3669.5,3702.287475,3676.96997,3651.652465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940509,5/9/94,3648.96997,3669.79004,3625.17993,3629.04004,3702.287475,3671.7637325,3641.23999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940510,5/10/94,3658.48999,3666.52002,3629.34009,3656.40991,3702.287475,3663.6962275,3625.10498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940511,5/11/94,3660.57007,3661.76001,3623.1001,3629.04004,3702.287475,3659.64248625,3616.9974975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940512,5/12/94,3651.06006,3664.13989,3629.63989,3652.84009,3694.40747,3659.234985,3624.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940513,5/13/94,3659.97998,3665.03003,3637.37012,3659.67993,3692.25,3659.30874625,3626.3674925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940516,5/16/94,3653.08008,3676.1001,3647.55005,3671.5,3692.69751,3666.744995,3640.79248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940517,5/17/94,3669.65991,3720.61011,3667.51001,3720.61011,3698.857545,3669.8250125,3640.79248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940518,5/18/94,3727.97998,3741.17993,3700.65991,3732.88989,3714.7050175,3678.26876875,3641.83252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940519,5/19/94,3729.51001,3763.28003,3723.67993,3758.97998,3728.005005,3688.74874875,3649.4924925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940520,5/20/94,3752.22998,3768.80005,3740.87012,3766.3501,3744.70752,3698.9862675,3653.265015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940523,5/23/94,3743.62988,3765.72998,3727.06006,3742.3999,3750.1549675,3710.29873625,3670.442505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940524,5/24/94,3743.62988,3766.3501,3729.20996,3745.16992,3753.224975,3717.224975,3681.224975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940525,5/25/94,3736.87988,3755.30005,3721.22998,3755.30005,3753.224975,3718.45248375,3683.6799925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940526,5/26/94,3754.67993,3772.79004,3742.70996,3753.44995,3753.224975,3713.14498875,3673.0650025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940527,5/27/94,3739.03003,3757.13989,3739.03003,3757.13989,3756.9099725,3709.81997625,3662.72998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940531,5/31/94,3746.37012,3767.29004,3742.06006,3758.37012,3760.2100225,3703.10376,3645.9974975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940601,6/1/94,3753.13989,3768.52002,3732.20996,3760.83008,3760.6725475,3701.25253375,3641.83252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940602,6/2/94,3770.67993,3770.67993,3753.75,3758.97998,3758.8300175,3704.161255,3649.4924925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940603,6/3/94,3749.13989,3775.6001,3742.66992,3772.20996,3762.597535,3707.931275,3653.265015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940606,6/6/94,3782.37012,3793.43994,3768.20996,3768.52002,3765.13501,3720.64627125,3676.1575325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940607,6/7/94,3758.06006,3773.12988,3752.20996,3755.90991,3765.13501,3730.65249625,3696.1699825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940608,6/8/94,3765.75,3767.29004,3730.97998,3749.44995,3765.13501,3741.87374875,3718.6124875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940609,6/9/94,3742.37012,3755.29004,3740.52002,3753.13989,3765.13501,3752.078735,3739.02246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940610,6/10/94,3758.98999,3779.6001,3751.90991,3773.44995,3766.3674925,3755.4187,3744.4699075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940613,6/13/94,3764.40991,3787.23999,3759.96997,3783.12012,3771.9400025,3759.73995875,3747.539915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940614,6/14/94,3790.09009,3816.40991,3783.42993,3814.82007,3785.900025,3766.71997,3747.539915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940615,6/15/94,3817.05005,3823.38989,3783.75,3790.40991,3790.4500125,3768.99496375,3747.539915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940616,6/16/94,3785.6499,3811.34009,3785.34009,3811.34009,3799.9225475,3775.57373,3751.2249125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940617,6/17/94,3807.53003,3812.61011,3775.51001,3776.77002,3799.9225475,3777.223755,3754.5249625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940620,6/20/94,3741.58008,3776.13989,3729.8501,3741.88989,3799.9225475,3776.2787475,3752.6349475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940621,6/21/94,3733.96997,3741.58008,3686.40991,3707.96997,3799.9225475,3770.6325075,3741.3424675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940622,6/22/94,3722.23999,3733.34009,3707.96997,3724.77002,3799.9225475,3766.58627375,3733.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940623,6/23/94,3725.09009,3741.26001,3694.02002,3699.09009,3798.3350225,3758.3825075,3718.4299925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940624,6/24/94,3690.8501,3698.77002,3629.02002,3636.93994,3783.6074825,3737.89999375,3692.192505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940627,6/27/94,3622.05005,3687.77002,3610.3999,3685.5,3773.3674925,3729.9712525,3686.5750125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940628,6/28/94,3686.47998,3694.25,3639.53003,3669.63989,3758.8174425,3715.80496125,3672.79248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940629,6/29/94,3673.53003,3700.07007,3661.55005,3667.05005,3757.987425,3711.3849475,3664.78247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940630,6/30/94,3668.98999,3675.79004,3622.69995,3624.95996,3764.7899775,3713.28872625,3661.787475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940701,7/1/94,3654.41992,3654.41992,3623.02002,3646.6499,3781.1325075,3716.60372875,3652.07495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940705,7/5/94,3640.17993,3667.69995,3636.29004,3652.47998,3790.4500125,3719.1174925,3647.7849725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940706,7/6/94,3647.30005,3682.90991,3643.09009,3674.48999,3799.9225475,3723.85376,3647.7849725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940707,7/7/94,3681.30005,3694.25,3668.98999,3688.41992,3798.3350225,3723.0599975,3647.7849725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940708,7/8/94,3674.5,3709.45996,3674.16992,3709.12988,3780.1024775,3713.943725,3647.7849725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940711,7/11/94,3718.53003,3718.53003,3680.32007,3702.97998,3759.4924925,3703.6387325,3647.7849725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940712,7/12/94,3705.25,3706.87012,3672.22998,3702.65991,3737.849975,3693.74746625,3649.6449575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940713,7/13/94,3714.95996,3722.09009,3696.18994,3704.28003,3719.7274775,3692.6187125,3665.5099475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940714,7/14/94,3718.19995,3748.62988,3705.8999,3739.23999,3719.0650025,3691.07373,3663.0824575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940715,7/15/94,3734.70996,3753.81006,3731.1499,3753.81006,3730.525025,3700.93124375,3671.3374625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940718,7/18/94,3751.55005,3761.26001,3739.25,3755.42993,3738.1900025,3704.15747,3670.1249375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940719,7/19/94,3753.81006,3762.56006,3748.31006,3748.31006,3749.19751,3706.98999,3664.78247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940720,7/20/94,3749.92993,3753.48999,3720.13989,3727.26001,3749.19751,3705.4924925,3661.787475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940721,7/21/94,3724.3501,3744.1001,3714.63989,3732.43994,3749.19751,3700.63623,3652.07495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940722,7/22/94,3742.15991,3742.47998,3724.67993,3735.03003,3749.19751,3698.49124125,3647.7849725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940725,7/25/94,3733.09009,3744.1001,3731.80005,3741.83008,3749.19751,3699.42123375,3649.6449575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940726,7/26/94,3733.09009,3743.78003,3727.59009,3735.67993,3748.307495,3706.90872125,3665.5099475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940727,7/27/94,3735.04004,3736.65991,3714.95996,3720.46997,3742.964965,3712.04745375,3681.1299425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940728,7/28/94,3717.87988,3757.05005,3717.55005,3730.83008,3737.86499,3715.80996625,3693.7549425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940729,7/29/94,3741.51001,3770,3730.83008,3764.5,3741.912475,3721.35494875,3700.7974225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940801,8/1/94,3767.09009,3798.81006,3760.93994,3798.15991,3757.53247,3731.14746,3704.76245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940802,8/2/94,3805.93994,3811.43994,3791.37012,3796.21997,3773.4774775,3740.537475,3707.5974725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940803,8/3/94,3788.78003,3796.55005,3780.67993,3792.65991,3787.8849475,3751.2224725,3714.5599975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940804,8/4/94,3785.54004,3792.02002,3765.79004,3765.79004,3788.2074575,3757.97998,3727.7525025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940805,8/5/94,3745.07007,3765.79004,3742.15991,3747.01001,3788.2074575,3763.3212275,3738.4349975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940808,8/8/94,3758.02002,3761.90991,3747.02002,3753.81006,3788.2074575,3764.1699825,3740.1325075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940809,8/9/94,3748.95996,3758.66992,3743.78003,3755.75,3788.2074575,3764.371215,3740.5349725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940810,8/10/94,3759.96997,3777.44995,3756.08008,3766.76001,3788.44995,3761.94247375,3735.4349975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,19940811,8/11/94,3766.12012,3773.56006,3736.33008,3750.8999,3776.6349475,3755.38748125,3734.140015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
